canal lock gate	allow boats to pass
electric device	car
commercial carrier	strict
scale test car	wheels
pier	has restaurants
offshore anchorage	anchoring grounds
guiding	evaluating
fishing boat	fiberglass
fuel tank	powers vehicle
international airport	regulated
electrified railway	regularly scheduled
electronic device	productivity
truck tractor	high ground clearance
liner service	specialized
container terminal	containerized
petroleum pipeline	fuel
crane ship	small
mass measure	everyday use
electrical signalling	controlling devices
transitway	high-speed
common carrier	neutrality
port crane	controlled
ocean liner	provides accommodations
hoisting device	moving
rocket engine	continuous improvement
dual gauge railway	adjustable gauge
navigation buoy	marking hazards
air route	planned by a pilot
railroad company	storage
tractor trailer	economy
air traffic control tower	runway
ship cabin	control room
set	math problems
partial container ship	cost-effective
port embargo	inflation
department of transportation	construction equipment
cargo ship	shipping oil
cabotage	shipping goods from one port to another within the same country
passenger ship	dining hall
spine car	reduce traffic
local transit system	air quality
portable bridge	search and rescue
navigation	route planner
pier	lakeside
chemical tanker ship	long
hangar bay	launch aircraft
transit route	country
air traffic control center	region
petroleum tanker ship	carry cargo
petroleum product pipeline	electricity
radio navigation beacon	aid in navigation
organizational process	project
railcar carrier ship	tons of cargo
organic object	recyclable
diesel engine	industrial
atmospheric region	outer
crew list	movie production
container ship	shipping products
guiding	educational
common carrier	open to public
drilling ship	minerals
arriving	excited about
port facility	loading/unloading equipment
international airport	flight scheduling
crew list	for emergency situations
broad gauge railway	invented by
gallery car	carry goods
ship deck	on top of a ship
cable ship	operating in rough weather
offshore anchorage	distance from shore
dry bulk cargo	making food
liner service	punctual
local transit system	vehicles
liner service	bus liner
traffic control process	cyclists
standard gauge railway	historical significance
organizational process	mutual support
railroad bridge	connects two places
international airport	urban area
ocean liner	sailings
canal lock gate	regulate water levels
broad gauge railway	1435 mm
air traffic control procedure	radar
attaching	clothing
cab car	gps
land area	housing
container terminal	loading/unloading equipment
shipping lane	avoiding hazards
canal system	boosts economy
internal attribute	for data analysis
radar facility	aviation safety
railroad bridge	carrying trains
cargo container	standard sizes
fixed bridge	river
fishing trawler	sturdy
single traffic lane	driving direction
container terminal	loading and unloading containers
surfaced roadway	infrequent maintenance
international airport	facilitate air travel
common carrier	required to maintain safety standards
dry bulk cargo	storing
outfit car	families
deck cargo	on dock
scale test car	detailed interior
internal attribute	relating to others
arriving	to visit
coach railcar	transport
partial container ship	oceans
cargo ship	average
chemical tanker ship	strict safety protocols
transportation system	protected
freight car	open-top
rail transportation system	cars
turboprop airplane	up to 3,000 km
internal attribute	developed
transitway	town
transit route	school
shipping lane	domestic
air route	regional
freight car	containers
broad gauge railway	replaced by standard gauge
atmospheric region	composition
ship cabin	kitchenette
common carrier	sea
offshore anchorage	international
standard gauge railway	electrification
road junction	no traffic signal
navigation light	small device
standard gauge railway	revolutionized transportation
tugboat	boat
ship hatch	life jacket
rail transportation system	medium
tank car	axles
light truck	versatile
animal powered vehicle	axles
organic object	macromolecules
fixed bridge	connect cities
transit shelter	train shelter
traffic control process	red
air traffic control center	24/7 operations
containerization	database management
mode of transit	path
maritime blockade	seizing ports
air traffic control center	coordinating flight schedules
navigation	cartography
jet airplane	airshow
hangar bay	maintaining aircraft
fishing vessel	patrolling
minivan	more than 7 people
land area	boundaries
fishing boat	fishermen
propeller airplane	low speed
transportation system	private company
port facility	regulation
chemical tanker ship	regulations
local transit system	bike storage
petroleum tanker ship	exporting oil
flight schedule	assisting airlines with operations
road junction	paved
mass measure	highly precise
whaling ship	port
transit shelter	offer seating
cabotage	movement of goods between two places
standard gauge railway	may not be suitable for all terrain
bulk cargo	by train
air traffic control procedure	efficiently manage air traffic
radio navigation beacon	guides navigation
signalling	go signal
standard gauge railway	easy to maintain
bulkhead	firestop
attribute	readable
electronic device	multimedia
set or class	collection of unique objects
maritime blockade	affects people's lives
unpaved runway	bumpy
dangerous goods	special transportation
unpaved runway	difficult
hangar bay	helicopters
shipping channel	law
terminal building	air traffic control
shipping lane	influencing global economy
port city	growth driver
commercial shipping	intercontinental
glider airplane	environmental monitoring
intentional process	impact
transit stop	airline
sea lane	subject to environmental concerns
standard gauge railway	tourism
single traffic lane	traffic lights
road vehicle	transporting goods
freight car	railroad yard
road vehicle	diesel
transportation schedule	print
cabotage	competition
railway vehicle	four
transportation authority	collecting tolls
regulatory process	maintaining public health
portable bridge	can be disassembled
train assembly	long-distance travel
relational attribute	essential for data analysis
