cargo handling	inspector responsibility
shipping lane	shipping route for goods function
managing	delegating method
ship hold	liquids cargo types
merchant marine	carrying cargo functions
cubic foot	measuring storage spaces common uses
ship berthing	ocean liner type of vessel
ship agent	negotiating prices functions
vehicle registration	selling required for
propeller airplane	military use
commercial agent	client communication responsibilities
chemical tanker ship	storing liquids capacity
transportation authority	traffic laws regulations
international airport	buildings infrastructure
radar facility	military used by
maritime blockade	violated international law history
transportation schedule	travel agency source
ocean liner	maintenance operation
fire boat	diesel type
cab car	has a distinctive color characteristics
train station	announcements features
vehicle crew	effective communication skills required
arriving	coming to a destination meaning
tugboat	pulling function
parking garage	covered design
intentional process	motivation features
standard gauge railway	standard width railway gauge
outfit car	leather material
diesel engine	crankshaft features
cargo ship	mariners crew
ship compartment	below waterline location
ship berthing	waterfront location
arriving	by train mode
gallery car	transport passengers function
petroleum product pipeline	monitored security
bulk cargo	carelessly handling
crew list	listing people on a ship purpose
transit shelter	providing protection from weather function
hangar bay	launching aircraft used for
government organization	economic development responsibilities
hopper dredger	large hull design
dual gauge railway	conversion facilities components
ship hold	volume capacity
ship deck	viewing area function
ship register	by flag categories
port facility	storage activities
rolling stock	port location
liner service	important for business reliability
transit terminal	large building structure
transportation schedule	city location
offshore supply ship	coastal waters location
broad gauge railway	australia countries
pier	arched design
land vehicle	low speed
scale test car	quality control use in
electronic signalling	electrostatic discharge methods
major air carrier	fare-based revenue model
transportation system	travelling purpose
diesel engine	diesel fuel fuel type
jet engine	propulsion purpose
radar facility	transmitters equipment
emergency road vehicle	paramedic driver
